objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237662193447930000,170.2348907303,40.6337646174,17.98844,16.72378,16.08121,15.68551,15.46923,3893,301,1,101,2247387806047430000,GALAXY,0.07990922,1996,53436,333
1237662193452780000,185.0842799471,41.6128704922,18.04217,16.01823,15.14225,14.74229,14.40662,3893,301,1,175,1634888630562480000,GALAXY,0.05292206,1452,53112,298
1237668350281060000,209.4547867421,16.5817571116,19.31871,18.17774,18.42524,18.61167,18.71362,5326,301,5,63,3088493874138610000,STAR,-0.0004061511,2743,54259,547
1237671956984040000,206.7936503187,-2.6305069166,17.2832,16.13695,15.95016,15.88166,15.84257,6166,301,3,127,1027989536719790000,STAR,-0.0001686687,913,52433,156
1237649929705750000,54.8172745523,-5.5531225675,19.17157,17.78975,17.24264,17.02735,16.94547,1037,301,6,102,2308194646766940000,STAR,1.337632E-005,2050,53401,363
1237658297911280000,130.7948703941,3.2290205537,19.47382,17.97906,17.38451,17.07198,16.86052,2986,301,1,81,635136502510152000,GALAXY,0.05002666,564,52224,469
1237666216220160000,17.5063712729,20.7245323181,18.07708,17.06719,16.6868,16.55414,16.51024,4829,301,6,78,8590781058617990000,STAR,-9.526672E-005,7630,57006,599
1237650369411420000,187.4144412675,-3.5110750486,19.21005,18.06578,17.67068,17.523,17.47663,1140,301,1,230,376078090113149000,STAR,0.0005725626,334,51993,100
1237665547825180000,236.1398835141,16.8802243193,18.07489,17.07639,16.80451,16.52571,16.4515,4674,301,1,220,2835109220225940000,GALAXY,0.04695018,2518,54243,339
1237665547821650000,228.2211829911,19.6518027686,19.02274,17.03334,16.11797,15.58565,15.19351,4674,301,1,166,3144730320687880000,GALAXY,0.07425515,2793,54271,334
1237655124472630000,185.1267370555,4.2265419559,19.39458,18.20481,17.71029,17.48747,17.34862,2247,301,2,162,3661439223526960000,STAR,-2.487289E-005,3252,54893,46
1237668293369530000,160.8924140153,18.1173198274,19.23285,18.20792,17.61601,17.30292,17.19742,5313,301,3,14,2791171909788660000,GALAXY,0.1670825,2479,54174,240
1237665567152410000,234.6942009132,17.6693069759,19.50209,18.10374,17.2873,16.89623,16.59594,4678,301,5,218,3147034077324930000,GALAXY,0.09395084,2795,54563,523
1237658492264710000,146.3021083384,7.603185468,18.96659,18.7013,18.68464,18.61714,18.4347,3031,301,3,175,1389404511210070000,QSO,0.6968889,1234,52724,160
1237671122687360000,136.3555708631,10.5448892719,19.27356,18.17911,17.68839,17.41907,17.28979,5972,301,1,138,1956983139192560000,GALAXY,0.0366183,1738,53051,615
1237648705658490000,200.8391494489,0.8497719255,19.38742,18.19733,17.73584,17.40385,17.2438,752,301,6,383,333435730502117000,GALAXY,0.07863096,296,51984,616
1237658297924980000,162.1774282991,5.7082044132,19.27757,17.1778,16.13614,15.70363,15.36003,2986,301,1,290,651985695484701000,GALAXY,0.108108,579,52338,326
1237670964855310000,155.5683533812,17.2759830505,16.49617,15.23321,14.7743,14.58912,14.55653,5935,301,3,260,3212266725747750000,STAR,0.0002243507,2853,54440,270
1237679322859040000,29.7856885241,-4.8718391681,18.52776,17.54168,17.23464,17.09577,17.11533,7881,301,3,220,8884588438093060000,STAR,-0.0007331108,7891,57332,408
1237668293372540000,168.123451294,18.8039280119,19.5571,18.19043,17.72429,17.47435,17.32246,5313,301,3,60,2803509254969910000,GALAXY,0.05197337,2490,54179,67
1237668293373530000,170.5211826595,19.0515722324,18.22502,17.1354,16.75818,16.59441,16.34827,5313,301,3,75,2809152773210270000,GALAXY,0.01419872,2495,54175,118
1237680275795480000,356.7082098475,26.5104548743,19.52809,17.70325,16.66693,16.20555,15.80926,8103,301,2,76,7336384244196070000,GALAXY,0.118767,6516,56571,74
1237662225685480000,206.7335819637,38.470634826,18.99649,17.77893,17.23575,16.89176,16.74767,3900,301,5,487,2267672146715110000,GALAXY,0.05457936,2014,53460,399
1237661382239910000,157.6017388801,38.3551965764,19.53542,17.53029,16.52938,16.09394,15.74073,3704,301,2,161,1607802434577520000,GALAXY,0.1136659,1428,52998,63
1237661382240370000,158.7937517574,38.7055451172,17.89702,16.02781,15.17576,14.74577,14.44829,3704,301,2,168,1612370080841100000,GALAXY,0.04278005,1432,53003,296
1237655742951000000,238.38727672,3.7428928343,16.60066,16.67083,16.82914,16.93623,17.01,2391,301,2,209,3322586777226600000,STAR,-7.488362E-005,2951,54592,204
1237671124291550000,121.680351947,8.2470235819,18.42399,18.16938,18.0852,18.0421,17.79054,5972,301,4,40,2893689822646400000,QSO,0.3603996,2570,54081,462
1237665549967030000,223.859790118,22.7136345528,17.64509,16.77249,16.48661,16.35923,16.33673,4674,301,5,134,2414104560747440000,STAR,0.0004630071,2144,53770,637
1237654949983680000,229.1072224611,60.6344833051,18.56044,17.45316,17.15288,17.02661,16.99731,2206,301,5,72,690288282667346000,STAR,-0.0001289669,613,52345,406
1237658203421080000,134.9836087186,36.28794076,19.43387,17.99792,17.21039,16.73151,16.44026,2964,301,1,67,1053877267681270000,GALAXY,0.07434734,936,52705,127
1237652899138500000,2.2721749221,-11.2442729133,19.53284,18.14381,17.39433,16.9773,16.71041,1729,301,1,98,732994685257148000,GALAXY,0.108176,651,52141,123
1237651495760630000,125.4965467643,50.6871808268,19.22481,17.19871,16.23008,15.76583,15.42452,1402,301,3,139,497701941346855000,GALAXY,0.0726637,442,51882,197
1237652934030720000,311.7921740709,-6.7756412658,17.05185,15.96335,15.73339,15.65322,15.67456,1737,301,2,31,2157254512924980000,STAR,0.0003301016,1916,53269,110
1237652934034330000,320.0296337005,-7.7683957285,17.78765,16.46416,16.13124,16.01024,15.96828,1737,301,2,86,2595253235396670000,STAR,-3.254109E-005,2305,54414,196
1237665549963890000,216.168549639,24.5944729113,18.92409,17.87432,17.48854,17.34741,17.29023,4674,301,5,86,2400541530415720000,STAR,-0.000360505,2132,53493,447
1237667442968100000,177.2856148564,27.0857506557,19.12422,17.13422,16.51978,16.2594,16.08704,5115,301,3,46,2500643822803900000,GALAXY,0.00551765,2221,53792,73
1237667205672270000,83.8424212718,61.3017543733,17.9605,16.76616,16.22341,15.9828,15.85741,5060,301,1,63,2589587714575720000,STAR,-0.0007930368,2300,53682,65
1237679457613380000,9.3269879295,18.320662574,19.31775,17.64789,16.65461,16.21052,15.85263,7912,301,6,216,6972784264502070000,GALAXY,0.1378029,6193,56237,313
1237671122695030000,153.8999178137,13.8758872012,18.18334,16.62461,15.78933,15.36762,15.07474,5972,301,1,255,1964850694812890000,GALAXY,0.08186678,1745,53061,565
1237671122695550000,155.2052519969,14.1025652369,17.92035,16.882,16.45896,16.20138,16.06542,5972,301,1,263,1965946633044650000,GALAXY,0.03297562,1746,53062,456
1237680241987090000,359.503903745,-7.8307085862,19.3928,17.34386,16.42405,15.93302,15.64093,8095,301,3,297,8046880411778050000,GALAXY,0.07505641,7147,56574,268
1237657610723130000,156.3043567548,52.8786809582,18.91092,17.75018,16.99014,16.60587,16.37447,2826,301,1,182,1017817678900910000,GALAXY,0.1766924,904,52381,15
1237661381700160000,150.049592076,35.7004623351,19.55789,18.21469,17.61094,17.26418,17.04999,3704,301,1,117,2193409480899720000,GALAXY,0.09587394,1948,53388,569
1237661381700940000,152.2069387511,36.280297567,18.73774,17.31006,16.45029,16.045,15.75369,3704,301,1,129,2196753645532370000,GALAXY,0.1294739,1951,53389,447
1237671122679960000,119.8455805141,6.3569337301,18.95089,17.93189,17.62067,17.52101,17.50245,5972,301,1,25,2314929431405160000,STAR,0.0002885828,2056,53463,288
1237648704040800000,184.682982659,-0.3758163486,18.94591,18.8076,18.59771,18.40573,18.31001,752,301,3,275,324312807916988000,QSO,1.516544,288,52000,195
1237648704046040000,196.7666267622,-0.3647598513,16.11578,14.67197,14.14105,13.96685,13.88798,752,301,3,355,3266318446048080000,STAR,-9.021989E-005,2901,54652,301
1237661383847970000,150.0710296065,37.4489865709,18.89595,17.78379,17.22874,16.86046,16.65923,3704,301,5,122,1797084460810790000,GALAXY,0.06086723,1596,52998,539
1237651540321760000,178.0319026717,68.5424948421,19.23865,18.13632,17.72917,17.45632,17.33303,1412,301,6,152,554099467373013000,GALAXY,0.08675563,492,51955,570
1237651540327470000,211.8218570713,66.2820464391,18.53378,17.133,16.50386,16.16187,15.90033,1412,301,6,239,560842772672703000,GALAXY,0.06885329,498,51984,526
1237648721764680000,173.2665348101,0.2606339457,19.36566,17.49878,16.60579,16.18538,15.87291,756,301,4,384,316552173494233000,GALAXY,0.07584246,281,51614,634
1237661386543530000,246.0050122292,36.5214953401,18.22489,17.36516,17.04591,16.91146,16.8836,3705,301,2,293,5853565812091410000,STAR,-0.0005658485,5199,56067,44
1237656906345410000,337.8637777235,-0.8880697956,19.57787,18.42596,17.68981,17.35549,17.06186,2662,301,1,135,423362590182238000,GALAXY,0.1307367,376,52143,88
1237661958830820000,198.9126901758,51.6906161022,19.00328,18.02742,17.74143,17.63147,17.59628,3838,301,4,32,9243802736755230000,STAR,-0.0005373633,8210,57426,598
1237671128054630000,179.6017919257,5.0785176868,17.95661,16.84423,16.49778,16.36633,16.35345,5973,301,3,116,3655827316094900000,STAR,-0.0001567013,3247,54888,110
1237680306398890000,339.0527261472,25.048074701,17.9701,16.97774,16.5927,16.44022,16.38478,8110,301,3,103,8617653952870370000,STAR,-0.0009706746,7654,57330,58
1237655107294660000,146.9556899996,52.7681461214,18.97726,17.75585,17.22201,17.01978,16.94437,2243,301,2,191,3568052477091750000,STAR,4.002379E-005,3169,54821,275
1237661151377490000,192.2061207266,49.7839925214,18.31034,17.16994,16.81058,16.63496,16.59697,3650,301,4,40,3291136071261250000,STAR,-0.0002482258,2923,54563,475
1237654948376020000,236.7065834968,55.2121100262,18.77816,17.86325,17.5769,17.4502,17.45859,2206,301,2,117,7647233771222360000,STAR,-0.0002363959,6792,56432,442
1237680275798030000,3.2403617299,26.6589735162,19.23528,18.2721,17.95727,17.81244,17.77962,8103,301,2,115,8662796602258510000,STAR,-0.0005941931,7694,57359,446
1237667212117870000,130.1708531896,19.0621659543,19.35966,17.64147,16.75527,16.41304,16.19262,5061,301,5,111,2563723353185610000,GALAXY,0.1842144,2277,53705,179
1237663784202530000,11.7975505079,0.1211636488,18.8703,17.25105,16.64718,16.41144,16.30449,4263,301,4,194,3502746433851860000,STAR,-0.0001124684,3111,54800,261
1237663784206400000,20.5348694552,0.1193118168,18.89171,17.14643,16.45179,16.16834,16.07003,4263,301,4,253,1216136869989870000,STAR,8.778713E-005,1080,52614,600
1237668335252540000,245.8160414156,11.5950244978,19.49195,18.20481,18.25047,18.26368,18.27194,5323,301,1,122,2848550743802140000,STAR,-0.0004383079,2530,53881,87
1237648702981870000,218.5832426207,-1.2255845268,19.43447,18.19817,17.56703,17.22906,17.02797,752,301,1,501,344540242365147000,GALAXY,0.08891015,306,51637,54
1237658299529430000,147.9255468743,6.0755174641,19.59668,18.07309,17.30002,16.91606,16.66599,2986,301,4,196,1119277319148560000,GALAXY,0.08931015,994,52725,483
1237661382233560000,141.1299966526,32.6942405202,18.0615,16.19738,15.36352,14.94676,14.61805,3704,301,2,64,1792443147217820000,GALAXY,0.04406934,1592,52990,38
1237661382237360000,150.7945488635,36.3222134404,19.11314,17.26804,16.41912,16.02122,15.72178,3704,301,2,122,1796955268194530000,GALAXY,0.0787329,1596,52998,69
1237664296366570000,192.4271205131,40.9062262168,17.1333,16.13378,15.81284,15.69738,15.68495,4382,301,6,29,2235059256959200000,STAR,-0.0005416746,1985,53431,538
1237661816560940000,194.0678043867,12.0761019096,18.1079,16.95097,16.51416,16.19996,16.0219,3805,301,3,46,1908447679365540000,GALAXY,0.06488978,1695,53473,172
1237665442066790000,230.0021391745,22.2548477836,19.49321,17.84263,16.91785,16.4644,16.09507,4649,301,4,299,2433153051754780000,GALAXY,0.1004083,2161,53878,303
1237659326033890000,254.8504368875,31.1851598753,19.15801,17.62384,17.20226,16.93744,16.85081,3225,301,4,307,1324071806289600000,GALAXY,0.09582911,1176,52791,49
1237661417672540000,201.351851141,56.6232429373,19.06796,17.68093,16.93245,16.49532,16.22782,3712,301,4,148,1486227780617140000,GALAXY,0,1320,52759,145
1237661417675420000,212.2523510741,54.5719931033,19.21159,17.42263,16.59905,16.219,15.92747,3712,301,4,192,1491933696259810000,GALAXY,0.07738525,1325,52762,423
1237662337329400000,241.5621283151,31.7911707664,18.3017,17.37816,17.06374,16.92343,16.89722,3926,301,5,102,1582048021078630000,STAR,-7.897245E-005,1405,52826,577
1237665547818760000,221.4197996003,21.4577877632,18.16688,17.19756,16.8692,16.60246,16.51386,4674,301,1,122,3140293521156630000,GALAXY,0.05602528,2789,54555,577
1237665547819290000,222.726332802,21.2385679622,18.68324,17.39889,16.79603,16.43257,16.18091,4674,301,1,130,3141405952046030000,GALAXY,0.05625962,2790,54555,528
1237663784204110000,15.2734423894,0.0473713836,17.86359,16.86049,16.54599,16.42834,16.39012,4263,301,4,218,10575657950340500000,STAR,-0.000134111,9393,58100,291
1237668624619930000,177.4158294693,17.6224926964,18.80643,17.63141,17.20625,16.88661,16.86319,5390,301,4,30,2828366184150230000,GALAXY,0.08075269,2512,53877,384
1237658297923470000,158.6234725966,5.6091750622,18.15893,16.74878,16.10623,15.74409,15.47692,2986,301,1,267,1124785596032640000,GALAXY,0.0685602,999,52636,42
1237661381695050000,137.5962992556,30.4581114397,19.03851,17.38262,16.64102,16.25324,15.96705,3704,301,1,39,2179846179364300000,GALAXY,0.04740353,1936,53330,378
1237661381702250000,155.5547469431,37.4139353885,18.49339,17.27313,16.79474,16.50163,16.31799,3704,301,1,149,1606673785858060000,GALAXY,0.04067886,1427,52996,53
1237661381702980000,157.5348415783,37.8619087117,19.02839,17.3526,16.41717,15.96044,15.67748,3704,301,1,160,2221513823477590000,GALAXY,0.1574802,1973,53432,412
1237661381704550000,162.0498958883,38.9489550611,19.5968,18.30005,17.69378,17.28908,17.02453,3704,301,1,184,1613427536685980000,GALAXY,0.08877722,1433,53035,47
1237666309097910000,5.3698237568,24.8437089932,19.32271,17.27858,16.3567,15.93995,15.58722,4851,301,3,64,7069557505643530000,GALAXY,0.07498945,6279,56243,116
1237670955180160000,30.3230970651,-9.9370753216,18.90741,18.70366,18.66994,18.49062,18.51591,5933,301,1,85,749887856918424000,QSO,1.587246,666,52149,140
1237670955178460000,26.3950896691,-10.2249467178,18.95628,17.48321,16.87861,16.6584,16.54117,5933,301,1,59,3225707156942640000,STAR,-0.0004830979,2865,54503,14
1237670955178070000,25.4463199183,-10.2739013976,17.19331,15.81973,15.32356,15.12253,15.06412,5933,301,1,53,3208852467617920000,STAR,-0.000100502,2850,54461,137
1237667538540630000,141.4777028618,19.193528206,19.36876,17.99089,17.35768,17.0761,16.93909,5137,301,5,191,3734669172089660000,STAR,-0.0005867947,3317,54908,215
1237673756040760000,108.2081964512,30.0526960908,19.27654,18.08911,17.54896,17.34342,17.24092,6585,301,2,162,3557889965524360000,STAR,-3.563284E-006,3160,54793,168
1237674649928860000,180.3250670268,-0.3039000183,18.05201,16.9994,16.59819,16.4324,16.37501,6793,301,3,132,3256168577656450000,STAR,0.0004248785,2892,54552,240
1237664835396830000,144.0547416815,29.2128604152,17.12541,15.27678,14.66302,14.47321,14.42342,4508,301,2,210,3252749645880780000,STAR,5.02773E-005,2889,54530,90
1237661151378340000,195.2886446312,49.6305593317,18.94378,16.69833,15.72685,15.3289,15.1289,3650,301,4,53,3646897632409920000,STAR,-2.672214E-005,3239,54888,392
1237662501080470000,241.5552018383,36.8994429103,19.25737,17.9249,17.40583,17.1873,17.10412,3964,301,6,185,3916030318234150000,STAR,0.0001089199,3478,55008,547
1237671128051160000,175.7927645623,-1.7580173788,19.15841,18.97778,19.05915,19.1899,19.313,5973,301,3,63,4250293951045850000,STAR,0.0001749363,3775,55207,79
1237662198819190000,224.8191662289,9.3618270182,19.30133,18.84709,18.8432,18.88556,18.98923,3894,301,3,140,1930961291854240000,STAR,-0.0001504868,1715,54212,156
1237667143933760000,123.9146996462,18.4099306461,19.57668,17.88502,17.18341,16.91042,16.76854,5045,301,6,88,3632162526810190000,STAR,5.087533E-006,3226,54857,34
1237661958832460000,204.8800874464,50.8511134308,19.26802,18.25989,17.96012,17.86684,17.78945,3838,301,4,57,9245018521687310000,STAR,-0.0004940627,8211,57423,925
1237648720132310000,123.5499249797,-0.9842877121,19.43314,18.25849,18.16389,18.17313,18.23155,756,301,1,52,1293694502594180000,STAR,8.465456E-005,1149,53003,129
1237667211042750000,127.6215104614,16.8300666799,19.23996,18.15325,17.74643,17.4488,17.37156,5061,301,3,90,2560452581323200000,GALAXY,0.07861352,2274,53726,568
1237652934031050000,312.544254547,-6.8022421173,17.45246,16.47556,16.18989,16.0661,16.03664,1737,301,2,36,2157233072448240000,STAR,0.000097502,1916,53269,32
1237661210434860000,219.3065654943,43.6959436345,16.29908,14.83721,14.19784,13.79484,13.62455,3664,301,2,64,1451369413306510000,GALAXY,0.01102572,1289,52734,307
1237661210437680000,226.8254944707,40.6531896655,16.6367,15.19962,14.60342,14.25855,13.99661,3664,301,2,107,1453570085896610000,GALAXY,0.02949573,1291,52738,121
1237661210434470000,218.0237085955,44.0667515718,19.47537,17.35611,16.3628,15.93288,15.58171,3664,301,2,58,1450196509227250000,GALAXY,0.09522191,1288,52731,136
1237679437745160000,45.2212680119,-6.7985440034,19.18815,17.99438,17.49128,17.158,16.96882,7908,301,1,155,515764169400674000,GALAXY,0.06315862,458,51929,371
1237667442967250000,175.1314089762,26.9682557384,18.55066,17.48087,17.15622,16.92574,16.78639,5115,301,3,33,2498544305753320000,GALAXY,0.05056519,2219,53816,627
1237667442971510000,186.0627273418,27.423252992,18.4121,16.45007,15.47882,15.07391,14.75124,5115,301,3,98,2514183209877530000,GALAXY,0.09370272,2233,53845,177
1237667442973930000,192.397238803,27.1976146804,17.73628,15.89164,15.12246,14.75408,14.43417,5115,301,3,135,2519791824730610000,GALAXY,0.0208457,2238,54205,101
1237667442973340000,190.8529470581,27.2803635546,18.93144,16.84233,15.48839,15.0049,14.68064,5115,301,3,126,2517533694739110000,GALAXY,0.1967899,2236,53729,78
1237655349429730000,241.9794162629,47.2854376376,18.35155,18.16361,18.50817,18.80448,19.02232,2299,301,5,287,9074823750336400000,STAR,-0.0001102419,8060,57894,256
1237661356465910000,169.3877633136,45.672434288,18.43685,17.45544,17.23636,17.07276,17.00539,3698,301,2,97,1622500432565790000,GALAXY,0.02417362,1441,53083,286
1237680283851880000,29.0929533225,26.8409848159,19.38293,17.33452,16.21038,15.75538,15.33059,8105,301,1,127,6414445932809830000,GALAXY,0.1216563,5697,55944,706
1237661383312870000,155.0151823514,38.6155482398,15.53814,14.49087,13.99764,13.76834,13.62121,3704,301,4,149,1607858234792630000,GALAXY,0.006784363,1428,52998,266
1237662197752730000,241.1480105538,5.8493131093,19.18472,18.22451,17.92161,17.78707,17.76123,3894,301,1,251,2461348385714630000,STAR,-0.0007658659,2186,54327,477
1237667259358310000,203.8552969698,29.3626923016,19.34151,18.09453,17.71005,17.47426,17.29103,5072,301,5,47,2227187853920590000,GALAXY,0.04663958,1978,53473,574
1237657630599540000,172.1410137732,52.7124066017,19.3157,18.93721,19.03845,18.91212,19.08049,2830,301,6,368,7541326615651050000,QSO,0.5392264,6698,56637,178
1237649962991290000,48.3302219309,-7.0372662125,18.87263,17.79325,17.9867,18.17377,18.25153,1045,301,4,95,3587225486515870000,STAR,0.0003418556,3186,54853,394
1237670955717820000,32.0917457803,-9.5087804796,19.42918,17.51523,16.55339,16.08105,15.7008,5933,301,2,97,751036022170610000,GALAXY,0.1108763,667,52163,221
1237670955718800000,34.4860185898,-9.1794322854,19.03123,17.1893,16.30956,15.89151,15.56006,5933,301,2,112,752147628409514000,GALAXY,0.04650244,668,52162,169
1237659327091700000,217.4361081841,56.9139933177,19.54809,17.9012,16.90483,16.39883,15.98428,3225,301,6,64,1307314422972180000,GALAXY,0.1541879,1161,52703,526
1237662223535440000,198.9392800579,38.0118718946,18.30678,18.02679,18.02997,17.86807,17.95441,3900,301,1,448,2287961990494180000,QSO,0.6408325,2032,53815,485
1237658297907740000,122.8200971508,2.3906126701,19.29562,17.28915,16.34428,15.92326,15.59113,2986,301,1,27,5389802524311310000,GALAXY,0.09133089,4787,55863,435
1237654949450150000,238.9388636973,55.182856684,19.49129,18.2304,17.43696,16.88047,16.48707,2206,301,4,123,697060994567924000,GALAXY,0.1326354,619,52056,469
1237662238559240000,229.0993715655,8.0475183849,19.30198,17.5171,16.70567,16.3364,16.0292,3903,301,5,317,2045916600871180000,GALAXY,0.04402972,1817,53851,569
1237655109442540000,146.7492747907,54.7628962656,18.19304,17.12928,16.77222,16.63302,16.58258,2243,301,6,197,865917984554641000,STAR,-0.0003762858,769,54530,367
1237661358620410000,192.7368796692,48.1563339113,19.52034,18.56427,18.32822,18.20586,18.19662,3698,301,6,204,3790996604534760000,STAR,0.0001155228,3367,54998,333
1237657590320140000,172.2945945892,54.1365404196,18.84413,16.94933,16.09567,15.68714,15.37936,2821,301,3,153,1142871189564190000,GALAXY,0.06500044,1015,52734,301
1237665328777860000,182.8714885779,31.3642345479,19.03971,17.51822,16.83548,16.46486,16.25727,4623,301,1,159,2256358726468400000,GALAXY,0.0732362,2004,53737,201
1237654605333530000,177.9232055913,4.7606496583,18.60702,17.16953,16.48914,16.12812,15.87906,2126,301,3,392,944638033112623000,GALAXY,0.07502413,839,52373,29
1237663457238780000,315.3683398349,-0.2757709681,17.73322,16.98904,16.85172,16.6716,16.59986,4187,301,3,51,1254280312226080000,GALAXY,0.05459942,1114,53179,101
1237659162809530000,236.6218007544,44.3426523594,19.5794,18.22494,17.58225,17.17005,16.8967,3187,301,4,69,1500863655158250000,GALAXY,0.06191292,1333,52782,142
1237664093433040000,123.5523946727,21.9756180368,18.44131,17.66539,17.49383,17.26801,17.18653,4335,301,4,85,2166390081185670000,GALAXY,0.04435083,1924,53330,577
1237666300017120000,46.6713577847,-0.5550729386,18.06484,16.12892,15.23701,14.81418,14.47226,4849,301,2,766,463944466781202000,GALAXY,0.02486676,412,52258,268
1237657595152240000,128.1149302649,41.1467021566,18.94262,17.39841,16.63699,16.20892,15.86025,2822,301,4,157,1007745331112210000,GALAXY,0.02443359,895,52581,236
1237670955178460000,26.4649744087,-10.2586836362,16.41451,15.37586,15.0735,14.91421,14.9689,5933,301,1,59,3208818382757460000,STAR,0.0001065527,2850,54461,13
1237658205594780000,217.3297036047,45.9929840273,17.91237,16.2473,15.66853,15.49271,15.44416,2964,301,5,467,3273139540100930000,STAR,-0.000159123,2907,54580,540
1237658492259070000,133.3648322153,5.8700208663,18.01613,16.3644,15.67643,15.39466,15.24375,3031,301,3,89,2608738191359900000,STAR,0.0003452499,2317,54152,102
1237662193454280000,189.6511661969,41.4759384813,19.45498,17.90882,17.12206,16.72455,16.44895,3893,301,1,198,2233952598539400000,GALAXY,0.06758216,1984,53433,608
1237662193455920000,194.6233871974,41.0752415321,18.7352,17.25068,16.49539,16.0898,15.84808,3893,301,1,223,2275566090698390000,GALAXY,0.1094749,2021,53475,445
1237662193463460000,216.2354375635,37.1628126752,17.76553,16.07486,15.18154,14.77505,14.4552,3893,301,1,338,5306470815956750000,GALAXY,0.08285712,4713,56044,380
1237665532251010000,219.6233332694,23.6138118129,18.70098,16.82665,15.9045,15.46503,15.13321,4670,301,4,145,2409528944584850000,GALAXY,0.07730769,2140,53858,375
1237656906347910000,343.5922780873,-0.9316442588,18.85533,17.54251,16.89596,16.46328,16.17567,2662,301,1,173,426754027858979000,GALAXY,0.05505398,379,51789,138
1237648721783950000,217.4025643545,0.3349365094,19.34761,17.4493,16.54403,16.13692,15.83163,756,301,4,678,343545458817264000,GALAXY,0.05577091,305,51613,531
1237664871899330000,147.3573291675,33.5755631283,18.60432,17.54832,17.07435,16.7568,16.61811,4516,301,6,138,2190026833360090000,GALAXY,0.08107474,1945,53387,551
1237661958831080000,199.8964234051,51.6746987875,19.35746,18.37037,18.05342,17.94164,17.89936,3838,301,4,36,9243836271859880000,STAR,0.0001467001,8210,57426,720
1237665128027850000,237.885618739,22.5319550994,19.41088,18.83036,18.14852,17.72048,17.4692,4576,301,3,765,2442096748810760000,QSO,0.2144356,2169,53556,72
1237664092903640000,140.0787984821,30.3043207598,18.4041,17.52441,17.3066,17.23091,17.2176,4335,301,3,199,12807117629015000000,STAR,-0.0007260123,11375,58426,22
1237646793309750000,100.0694530819,0.4257012264,15.16817,13.04744,12.80175,12.70708,13.73162,307,301,4,161,8171933917039060000,STAR,0.000105367,7258,56605,554
1237646793310210000,101.0428725784,0.5618030291,16.08845,15.48892,15.53531,15.50713,13.83176,307,301,4,168,8172001537004160000,GALAXY,0.1288867,7258,56605,800
1237674649926960000,176.0862133819,-0.3327467916,18.1877,17.27729,17.13501,17.09848,17.0987,6793,301,3,103,318683032817002000,STAR,-0.0001241225,283,51959,194
1237674649928990000,180.7311417765,-0.304936256,18.33024,16.94844,16.45716,16.27881,16.21456,6793,301,3,134,3256152359859940000,STAR,0.0002020403,2892,54552,181
1237657589240820000,153.0137979087,49.3633912956,19.35084,18.70997,18.60686,18.53993,18.46376,2821,301,1,68,1133816161083880000,QSO,0.7501699,1007,52706,127
1237650760245180000,184.7732382113,-3.7347665317,18.96364,18.07073,17.76582,17.67048,17.65418,1231,301,1,104,374960441912224000,STAR,0.0004138867,333,52313,130
1237657071158620000,26.3131697925,0.373079014,18.64198,17.79066,17.56652,17.31606,17.21384,2700,301,4,41,451648345484585000,GALAXY,0.06933138,401,51788,591
1237663915725490000,114.9002297966,44.6359452432,19.56452,17.94909,17.34701,17.10691,16.99919,4294,301,1,35,1954668392354970000,STAR,0.0001664361,1736,53052,386
1237662193446620000,166.4094642707,40.0699464657,19.11825,17.84909,17.13614,16.71904,16.47003,3893,301,1,81,1617956150387440000,GALAXY,0.09919154,1437,53046,138
1237651212825130000,260.0212528025,56.4616896882,19.29358,18.23074,18.10271,18.0445,18.08263,1336,301,4,70,413326520472332000,STAR,-0.001331839,367,51997,441
1237659324405250000,207.6862056211,56.8823381107,17.11171,16.20332,15.93049,15.8286,15.83849,3225,301,1,32,1303827871013300000,STAR,-0.0003243938,1158,52668,130
1237659324405780000,209.793559514,56.6048157799,19.01067,18.40692,18.02811,17.75791,17.52281,3225,301,1,40,9236017094952510000,QSO,3.126415,8203,57428,946
1237661357537300000,161.7266090013,45.0914925294,18.57926,17.43436,16.85848,16.50393,16.27639,3698,301,4,61,1614594393702950000,GALAXY,0.1044066,1434,53053,196
1237658302206970000,167.887779005,57.8517319062,18.50517,17.30087,17.37076,17.43308,17.5106,2987,301,1,92,2695472623055300000,STAR,-0.0001232659,2394,54551,248
1237662337335300000,252.9622186501,22.8505034042,18.79355,17.05632,16.25167,15.91675,15.7176,3926,301,5,192,2454517674525350000,STAR,-0.00102975,2180,54613,203
1237662340012770000,240.0154236418,27.2090400928,19.00866,17.09011,16.09484,15.63529,15.2355,3927,301,2,87,1566143860109760000,GALAXY,0.08866346,1391,52817,62
1237663784197880000,1.1757786643,0.0064754554,19.34574,19.18343,18.92936,18.98787,19.0587,4263,301,4,123,4746815539615390000,QSO,1.00648,4216,55477,78
1237662193465430000,221.3570515237,35.4297320309,19.39766,17.27146,16.20244,15.77034,15.39434,3893,301,1,368,1557180646336520000,GALAXY,0.1205939,1383,53116,222
1237662193447340000,168.5499728208,40.3330425901,19.15275,17.12114,16.17821,15.73214,15.41847,3893,301,1,92,1620184859735520000,GALAXY,0.07546333,1439,53003,54
1237658297923800000,159.388073143,5.628606126,17.41209,15.726,15.06464,14.67292,14.38912,2986,301,1,272,649767981018016000,GALAXY,0.02825649,577,52367,450
